time,type,outcome,att,att_low,att_high,pollutant
2008,treated,10.74252997511332,-12.534199150788151,-34.7582424884675,17.260273327886445,so2
2008,counterfactual,10.876452291576188,-12.534199150788151,-34.7582424884675,17.260273327886445,so2
2009,treated,10.535566543704395,-22.829545971481334,-45.51521086007656,9.301679771098037,so2
2009,counterfactual,10.794720065755525,-22.829545971481334,-45.51521086007656,9.301679771098037,so2
2010,treated,10.463155370605023,-28.975281037587763,-49.93298481833912,0.7551715512971402,so2
2010,counterfactual,10.805297585743306,-28.975281037587763,-49.93298481833912,0.7551715512971402,so2
2011,treated,10.407678123458243,-26.215091691646684,-49.57312549701549,7.96252489830378,so2
2011,counterfactual,10.71169409321851,-26.215091691646684,-49.57312549701549,7.96252489830378,so2
2012,treated,10.332372347615081,-34.190164167994595,-57.9799301371291,3.068236353941245,so2
2012,counterfactual,10.750773225713464,-34.190164167994595,-57.9799301371291,3.068236353941245,so2
2013,treated,10.215008317088628,-40.65023963310982,-63.18918570785426,-4.310890064747774,so2
2013,counterfactual,10.736730419655308,-40.65023963310982,-63.18918570785426,-4.310890064747774,so2
2014,treated,10.1171708945719,-38.9908907378079,-61.919566392217426,-2.256590581326834,so2
2014,counterfactual,10.611317895368535,-38.9908907378079,-61.919566392217426,-2.256590581326834,so2
2015,treated,10.024114775931942,-43.317125380132616,-69.13553534203471,4.09862315050491,so2
2015,counterfactual,10.591812831731033,-43.317125380132616,-69.13553534203471,4.09862315050491,so2
2016,treated,9.878379033789459,-52.908094775920866,-77.69739645495295,-0.5655311428361731,so2
2016,counterfactual,10.631448097133081,-52.908094775920866,-77.69739645495295,-0.5655311428361731,so2
2017,treated,9.841424472971443,-56.51637236248329,-79.94799880104972,-5.7038819338793845,so2
2017,counterfactual,10.674210167861217,-56.51637236248329,-79.94799880104972,-5.7038819338793845,so2
2018,treated,9.614912670886753,-61.357962787151465,-81.79510786377753,-17.977704630937087,so2
2018,counterfactual,10.565742126020522,-61.357962787151465,-81.79510786377753,-17.977704630937087,so2
2019,treated,9.479428185055466,-64.54949729913166,-83.10694906790391,-25.606206552273925,so2
2019,counterfactual,10.516460937605505,-64.54949729913166,-83.10694906790391,-25.606206552273925,so2
2020,treated,9.309474578568215,-59.31255084933633,-78.73208754392157,-22.16121249292129,so2
2020,counterfactual,10.208725094341572,-59.31255084933633,-78.73208754392157,-22.16121249292129,so2
2021,treated,9.2852178416572,-60.711756038803856,-79.44774931636908,-24.895519361105467,so2
2021,counterfactual,10.219462689367555,-60.711756038803856,-79.44774931636908,-24.895519361105467,so2
