time,type,outcome,att,att_low,att_high,pollutant
1990,treated,12.432728194126106,-2.6412089557217078,-15.236153911801576,11.825201793470242,so2
1990,counterfactual,12.459495348887964,-2.6412089557217078,-15.236153911801576,11.825201793470242,so2
1991,treated,12.44622536153131,-0.7383750168566072,-9.610740333134327,9.00487768798488,so2
1991,counterfactual,12.45363650651745,-0.7383750168566072,-9.610740333134327,9.00487768798488,so2
1992,treated,12.3231870397581,-0.5510975634000159,-7.660919816314726,7.106158910946014,so2
1992,counterfactual,12.328713256840947,-0.5510975634000159,-7.660919816314726,7.106158910946014,so2
1993,treated,12.274971146724123,-1.0237504525933194,-7.791913135043494,6.241201911256478,so2
1993,counterfactual,12.285261414920635,-1.0237504525933194,-7.791913135043494,6.241201911256478,so2
1994,treated,12.225555894525309,4.590745852430844,-2.689309424527364,12.41544020781038,so2
1994,counterfactual,12.18067100457052,4.590745852430844,-2.689309424527364,12.41544020781038,so2
1995,treated,11.971228630830648,2.355332315057068,-4.960543846048049,10.234364518616058,so2
1995,counterfactual,11.947948407240428,2.355332315057068,-4.960543846048049,10.234364518616058,so2
1996,treated,11.945797310954017,2.5262802492004077,-3.708373934871967,9.16461349014821,so2
1996,counterfactual,11.920848338551504,2.5262802492004077,-3.708373934871967,9.16461349014821,so2
1997,treated,11.852318648609007,-0.912080761395273,-7.671973100206031,6.342744112710608,so2
1997,counterfactual,11.861481305448908,-0.912080761395273,-7.671973100206031,6.342744112710608,so2
1998,treated,11.748878800338176,-1.128418180326174,-8.137243067830935,6.415156892609852,so2
1998,counterfactual,11.760227131559935,-1.128418180326174,-8.137243067830935,6.415156892609852,so2
1999,treated,11.621329514017132,-2.744136805312314,-8.974218713008108,3.912350896739958,so2
1999,counterfactual,11.649154429404364,-2.744136805312314,-8.974218713008108,3.912350896739958,so2
2000,treated,11.475411588855525,-1.7401739540502281,-9.167235929388905,6.2941716391539115,so2
2000,counterfactual,11.492966518449178,-1.7401739540502281,-9.167235929388905,6.2941716391539115,so2
2001,treated,11.43543300761537,1.9707815359846226,-5.767290006297932,10.344277350767506,so2
2001,counterfactual,11.415916876884973,1.9707815359846226,-5.767290006297932,10.344277350767506,so2
2002,treated,11.358764002851323,-0.9189035113383981,-15.149903132167186,15.698909533209715,so2
2002,counterfactual,11.367995517579233,-0.9189035113383981,-15.149903132167186,15.698909533209715,so2
2003,treated,11.303033134182417,8.77125257948077,-11.572883905864428,33.79589780033363,so2
