"Country Name","Country Code","Unit Name","Unit Code",Time Period,"Brent Crude  (POILBRE)","Coal index  (PCOAL)","Coal, Australia (PCOALAU)","Coal, South Africa  (PCOALSA)","Dubai Crude  (POILDUB)","Natural gas, EU (PNGASEU)","Rare Earth Elements (PREODOM)","WTI Crude  (POILWTI)",
"World","001","Percent Change over Corresponding Period Previous Year","PC_CP_A_PT",2016,"-14.9815726122752","12.3027672238332","11.7864935867432","12.82383169298","-18.5389464612116","-40.4061145334246","-11.9305059235796","-11.3979414793462",
"World","001","Percent Change over Corresponding Period Previous Year","PC_CP_A_PT",2017,"21.7569672223986","32.7389443631696","34.3259887186123","31.151900007727","28.1371031741285","31.9460489571233","-0.390949674451718","17.7257795911904",
"World","001","Percent Change over Corresponding Period Previous Year","PC_CP_A_PT",2018,"30.472976245724","18.1200704003183","20.2815971526449","15.9062311945507","30.1688936633435","37.8137730069953","3.08065860508606","27.3195104594731",
"World","001","Percent Change over Corresponding Period Previous Year","PC_CP_A_PT",2019,"-10.353093906091","-27.3206949469912","-27.4108750490742","-27.2248457268773","-8.68601567441651","-43.7240439824124","-3.57610722969801","-12.1551235959857",
"World","001","Percent Change over Corresponding Period Previous Year","PC_CP_A_PT",2020,"-32.5001980084886","-16.7688140600711","-24.5884443531499","-8.47885267319627","-32.5425392458721","-28.6569813806623","-8.51732778879436","-30.8788872796544",
"World","001","Percent Change over Corresponding Period Previous Year","PC_CP_A_PT",2021,"63.4553849153498","110.804023125031","132.296410595081","92.0295657914881","61.8537157943802","400.510167785931","104.651081937345","72.6751963431382",
"World","001","US Dollars","USD",1990,"23.7066139657444",,"39.6666666666667","32.875","20.4678850147437","2.03499984741211",,"24.5097174305163",
"World","001","US Dollars","USD",1991,"20.0753703965117",,"39.6666666666667","31.5","16.5891424885501","3.00750011867948",,"21.4901907585168",
"World","001","US Dollars","USD",1992,"19.3582378129117",,"38.5625","28.8333333333333","17.1756638982998","2.36499998304579",,"20.5826091583537",
"World","001","US Dollars","USD",1993,"17.0847592618734",,"31.3333333333333","26.9583333333333","14.9645039368844","2.59833334110401",,"18.4740455408118",
"World","001","US Dollars","USD",1994,"15.95965804787",,"32.3","28.5625","14.7051921779911","2.31249994701809",,"17.1679566080055",
"World","001","US Dollars","USD",1995,"17.1987480394002",,"39.3716666666667","35.2291666666667","16.1284388528139","2.69611102563363",,"18.414001474371",
"World","001","US Dollars","USD",1996,"20.8085299814919",,"38.0741666666667","33.5175","18.5259100633666","2.7499999470181",,"22.1518945981555",
"World","001","US Dollars","USD",1997,"19.3103236322856",,"35.0991666666667","31.3491666666667","18.1538776115189","2.67037033151697",,"20.5909883932493",
"World","001","US Dollars","USD",1998,"13.1262191480018",,"29.2308333333333","26.8391666666667","12.2131381281762","2.2449999915229",,"14.3678700514461",
"World","001","US Dollars","USD",1999,"18.1082192813225",,"25.8916666666667","24.2733333333333","17.1909617369346","1.80694444444445",,"19.2385759301085",
"World","001","US Dollars","USD",2000,"28.8452749623565",,"26.25","26.57","26.2301481507623","3.45388888888889",,"30.3375841803124",
"World","001","US Dollars","USD",2001,"24.713762790953",,"32.3125","33.8641666666667","22.8216787831734","3.87321428571429",,"25.9332595128302",
"World","001","US Dollars","USD",2002,"25.1150959752808",,"27.06","26.0108333333333","23.7736629493695","2.66633477633478",,"26.1128162761152",
"World","001","US Dollars","USD",2003,"28.779102719744",,"27.9542410714286","30.075625","26.8110104931301","3.48632716049383",,"31.136690782044",
"World","001","US Dollars","USD",2004,"38.2335804473304",,"56.7299107142857","54.684375","33.7596583380388","3.755",,"41.4269090909091",
"World","001","US Dollars","USD",2005,"54.6838476064998",,"50.8163130024737","45.952858044733","49.358421152519","5.915",,"56.4766456725641",
"World","001","US Dollars","USD",2006,"65.6047431065311",,"52.7307716829364","50.5825353403271","61.5171714583726","8.2125",,"66.0826388496769",
"World","001","US Dollars","USD",2007,"72.6528058457243",,"70.0891980909537","62.3151023078117","68.5714986118954","8.1425",,"72.3432989444131",
"World","001","US Dollars","USD",2008,"97.3301517582659",,"138.023796169914","120.740920002988","93.4071399240856","13.1375",,"99.5649141884685",
"World","001","US Dollars","USD",2009,"61.581049571805",,"76.1596647949277","64.558945602643","61.2052698569546","8.855",,"61.7180926579459",
"World","001","US Dollars","USD",2010,"79.8070083443127",,"104.598814165124","91.6578881323038","78.1976878411444","8.2225",,"79.4287507685551",
"World","001","US Dollars","USD",2011,"111.539226433591",,"129.607283300507","116.17272462461","105.603623862852","10.5966666666667",,"95.0631038961039",
"World","001","US Dollars","USD",2012,"112.011672697472",,"101.442891692016","92.9244372678237","109.097361511073","11.9808333333333",,"94.180816762344",
"World","001","US Dollars","USD",2013,"108.961725476818",,"90.1340958413996","80.3237930939833","105.603897923333","11.1891666666667","4607.2139778116","97.9498228715729",
"World","001","US Dollars","USD",2014,"99.3454458011795",,"75.7289814572073","72.3029883540373","96.5135505521049","10.4633333333333","3979.12786520323","93.1193865283267",
"World","001","US Dollars","USD",2015,"53.0227124035385",,"62.6925526907506","57.0966686594616","50.9077293117511","7.305","3851.01989250307","48.8053253184014",
"World","001","US Dollars","USD",2016,"45.0790762438045",,"70.0818063930116","64.4186493506493","41.469972630027","4.35333333333333","3391.57373610976","43.2425228998055",
"World","001","US Dollars","USD",2017,"54.8869160863291",,"94.1380793492764","84.4862825826919","53.1384216152205","5.74405133126677","3378.31438962965","50.907597198695",
"World","001","US Dollars","USD",2018,"71.6125929873267",,"113.230785370134","97.9248660179763","69.1696955266955","7.91609386307727","3482.38872258063","64.815303540059",
"World","001","US Dollars","USD",2019,"64.198473986762",,"82.1932362752411","71.264972316331","63.1616049313006","4.45485750069632","3357.85476770624","56.9369232856515",
"World","001","US Dollars","USD",2020,"43.3338428226363",,"61.9831981116504","65.2225203060352","42.6072148582094","3.17822981618674","3071.85527046904","39.3554349237719",
"World","001","US Dollars","USD",2021,"70.8314995843529",,"143.984744385402","125.246522541945","68.9613604445072","15.9073633856187","6286.58504656423","67.9570745263191",
