pollutant,specification,scp,eff_mon,year_y,att_avg_y,spec_id
nox,concurrent_policies,13875.629025178923,71.8083648858091,1990,0.7684588994665953,592277a8-c3df-4cc3-8d16-7bca2678fc5f
nox,concurrent_policies,13875.629025178923,71.8083648858091,1991,1.3105364725851,592277a8-c3df-4cc3-8d16-7bca2678fc5f
nox,concurrent_policies,13875.629025178923,71.8083648858091,1992,-1.2106226524680963,592277a8-c3df-4cc3-8d16-7bca2678fc5f
nox,concurrent_policies,13875.629025178923,71.8083648858091,1993,-0.8347311105297628,592277a8-c3df-4cc3-8d16-7bca2678fc5f
nox,concurrent_policies,13875.629025178923,71.8083648858091,1994,0.693249314287514,592277a8-c3df-4cc3-8d16-7bca2678fc5f
nox,concurrent_policies,13875.629025178923,71.8083648858091,1995,-1.470700413422199,592277a8-c3df-4cc3-8d16-7bca2678fc5f
nox,concurrent_policies,13875.629025178923,71.8083648858091,1996,1.0585321893158195,592277a8-c3df-4cc3-8d16-7bca2678fc5f
nox,concurrent_policies,13875.629025178923,71.8083648858091,1997,1.2869974706749776,592277a8-c3df-4cc3-8d16-7bca2678fc5f
nox,concurrent_policies,13875.629025178923,71.8083648858091,1998,-1.0558836317231868,592277a8-c3df-4cc3-8d16-7bca2678fc5f
nox,concurrent_policies,13875.629025178923,71.8083648858091,1999,-0.3038895665029684,592277a8-c3df-4cc3-8d16-7bca2678fc5f
nox,concurrent_policies,13875.629025178923,71.8083648858091,2000,1.2161469253532342,592277a8-c3df-4cc3-8d16-7bca2678fc5f
nox,concurrent_policies,13875.629025178923,71.8083648858091,2001,-1.757906951862953,592277a8-c3df-4cc3-8d16-7bca2678fc5f
nox,concurrent_policies,13875.629025178923,71.8083648858091,2002,-0.9013042214522926,592277a8-c3df-4cc3-8d16-7bca2678fc5f
nox,concurrent_policies,13875.629025178923,71.8083648858091,2003,1.917213127378936,592277a8-c3df-4cc3-8d16-7bca2678fc5f
nox,concurrent_policies,13875.629025178923,71.8083648858091,2004,-0.38895883262536346,592277a8-c3df-4cc3-8d16-7bca2678fc5f
nox,concurrent_policies,13875.629025178923,71.8083648858091,2005,3.6513712496792694,592277a8-c3df-4cc3-8d16-7bca2678fc5f
nox,concurrent_policies,13875.629025178923,71.8083648858091,2006,5.395054101969343,592277a8-c3df-4cc3-8d16-7bca2678fc5f
nox,concurrent_policies,13875.629025178923,71.8083648858091,2007,4.1978242535822385,592277a8-c3df-4cc3-8d16-7bca2678fc5f
nox,concurrent_policies,13875.629025178923,71.8083648858091,2008,-2.3938758392886172,592277a8-c3df-4cc3-8d16-7bca2678fc5f
